序号,板块,公司全称,公司简称,公司代码,所属行业,省份,城市,专利记分牌得分 ↑
1,主板,中兴通讯股份有限公司,中兴通讯,000063.SZ,制造业,广东省,深圳市,3912.2  
2,主板,中兴通讯股份有限公司,中兴通讯,000063.SZ,制造业,广东省,深圳市,3912.2  
3,主板,中兴通讯股份有限公司,中兴通讯,000063.SZ,制造业,广东省,深圳市,3912.2  
4,主板,中兴通讯股份有限公司,中兴通讯,000063.SZ,制造业,广东省,深圳市,3912.2  
5,主板,中兴通讯股份有限公司,中兴通讯,000063.SZ,制造业,广东省,深圳市,3912.2  
6,主板,中兴通讯股份有限公司,中兴通讯,000063.SZ,制造业,广东省,深圳市,3912.2  
7,主板,中兴通讯股份有限公司,中兴通讯,000063.SZ,制造业,广东省,深圳市,3912.2  
8,主板,中兴通讯股份有限公司,中兴通讯,000063.SZ,制造业,广东省,深圳市,3912.2  
9,主板,中兴通讯股份有限公司,中兴通讯,000063.SZ,制造业,广东省,深圳市,3912.2  
10,主板,中兴通讯股份有限公司,中兴通讯,000063.SZ,制造业,广东省,深圳市,3912.2  
11,主板,中国石油化工股份有限公司,中国石化,600028.SH,采矿业,北京,北京市,3394.7  
12,主板,中国石油化工股份有限公司,中国石化,600028.SH,采矿业,北京,北京市,3394.7  
13,主板,中国石油化工股份有限公司,中国石化,600028.SH,采矿业,北京,北京市,3394.7  
14,主板,中国石油化工股份有限公司,中国石化,600028.SH,采矿业,北京,北京市,3394.7  
15,主板,中国石油化工股份有限公司,中国石化,600028.SH,采矿业,北京,北京市,3394.7  
16,主板,中国石油化工股份有限公司,中国石化,600028.SH,采矿业,北京,北京市,3394.7  
17,主板,中国石油化工股份有限公司,中国石化,600028.SH,采矿业,北京,北京市,3394.7  
18,主板,中国石油化工股份有限公司,中国石化,600028.SH,采矿业,北京,北京市,3394.7  
19,主板,中国石油化工股份有限公司,中国石化,600028.SH,采矿业,北京,北京市,3394.7  
20,主板,中国石油化工股份有限公司,中国石化,600028.SH,采矿业,北京,北京市,3394.7  
21,主板,美的集团股份有限公司,美的集团,000333.SZ,制造业,广东省,佛山市,3128.0  
22,主板,美的集团股份有限公司,美的集团,000333.SZ,制造业,广东省,佛山市,3128.0  
23,主板,美的集团股份有限公司,美的集团,000333.SZ,制造业,广东省,佛山市,3128.0  
24,主板,美的集团股份有限公司,美的集团,000333.SZ,制造业,广东省,佛山市,3128.0  
25,主板,美的集团股份有限公司,美的集团,000333.SZ,制造业,广东省,佛山市,3128.0  
26,主板,美的集团股份有限公司,美的集团,000333.SZ,制造业,广东省,佛山市,3128.0  
27,主板,美的集团股份有限公司,美的集团,000333.SZ,制造业,广东省,佛山市,3128.0  
28,主板,美的集团股份有限公司,美的集团,000333.SZ,制造业,广东省,佛山市,3128.0  
29,主板,美的集团股份有限公司,美的集团,000333.SZ,制造业,广东省,佛山市,3128.0  
30,主板,珠海格力电器股份有限公司,格力电器,000651.SZ,制造业,广东省,珠海市,1850.9  
31,主板,珠海格力电器股份有限公司,格力电器,000651.SZ,制造业,广东省,珠海市,1850.9  
32,主板,珠海格力电器股份有限公司,格力电器,000651.SZ,制造业,广东省,珠海市,1850.9  
33,主板,珠海格力电器股份有限公司,格力电器,000651.SZ,制造业,广东省,珠海市,1850.9  
34,主板,珠海格力电器股份有限公司,格力电器,000651.SZ,制造业,广东省,珠海市,1850.9  
35,主板,珠海格力电器股份有限公司,格力电器,000651.SZ,制造业,广东省,珠海市,1850.9  
36,主板,珠海格力电器股份有限公司,格力电器,000651.SZ,制造业,广东省,珠海市,1850.9  
37,主板,珠海格力电器股份有限公司,格力电器,000651.SZ,制造业,广东省,珠海市,1850.9  
38,主板,珠海格力电器股份有限公司,格力电器,000651.SZ,制造业,广东省,珠海市,1850.9  
39,主板,珠海格力电器股份有限公司,格力电器,000651.SZ,制造业,广东省,珠海市,1850.9  
40,主板,中国石油天然气股份有限公司,中国石油,601857.SH,采矿业,北京,北京市,1713.8  
41,主板,中国石油天然气股份有限公司,中国石油,601857.SH,采矿业,北京,北京市,1713.8  
42,主板,中国石油天然气股份有限公司,中国石油,601857.SH,采矿业,北京,北京市,1713.8  
43,主板,中国石油天然气股份有限公司,中国石油,601857.SH,采矿业,北京,北京市,1713.8  
44,主板,中国石油天然气股份有限公司,中国石油,601857.SH,采矿业,北京,北京市,1713.8  
45,主板,中国石油天然气股份有限公司,中国石油,601857.SH,采矿业,北京,北京市,1713.8  
46,主板,中国石油天然气股份有限公司,中国石油,601857.SH,采矿业,北京,北京市,1713.8  
47,主板,中国石油天然气股份有限公司,中国石油,601857.SH,采矿业,北京,北京市,1713.8  
48,主板,中国石油天然气股份有限公司,中国石油,601857.SH,采矿业,北京,北京市,1713.8  
49,主板,京东方科技集团股份有限公司,京东方A,000725.SZ,制造业,北京,北京市,1705.1  
50,主板,京东方科技集团股份有限公司,京东方A,000725.SZ,制造业,北京,北京市,1705.1  
51,主板,京东方科技集团股份有限公司,京东方A,000725.SZ,制造业,北京,北京市,1705.1  
52,主板,京东方科技集团股份有限公司,京东方A,000725.SZ,制造业,北京,北京市,1705.1  
53,主板,京东方科技集团股份有限公司,京东方A,000725.SZ,制造业,北京,北京市,1705.1  
54,主板,京东方科技集团股份有限公司,京东方A,000725.SZ,制造业,北京,北京市,1705.1  
55,主板,京东方科技集团股份有限公司,京东方A,000725.SZ,制造业,北京,北京市,1705.1  
56,主板,京东方科技集团股份有限公司,京东方A,000725.SZ,制造业,北京,北京市,1705.1  
57,主板,京东方科技集团股份有限公司,京东方A,000725.SZ,制造业,北京,北京市,1705.1  
58,主板,京东方科技集团股份有限公司,京东方A,000725.SZ,制造业,北京,北京市,1705.1  
59,主板,中国冶金科工股份有限公司,中国中冶,601618.SH,建筑业,北京,北京市,1496.5  
60,主板,中国冶金科工股份有限公司,中国中冶,601618.SH,建筑业,北京,北京市,1496.5  
61,主板,中国冶金科工股份有限公司,中国中冶,601618.SH,建筑业,北京,北京市,1496.5  
62,主板,中国冶金科工股份有限公司,中国中冶,601618.SH,建筑业,北京,北京市,1496.5  
63,主板,中国冶金科工股份有限公司,中国中冶,601618.SH,建筑业,北京,北京市,1496.5  
64,主板,中国冶金科工股份有限公司,中国中冶,601618.SH,建筑业,北京,北京市,1496.5  
65,主板,中国冶金科工股份有限公司,中国中冶,601618.SH,建筑业,北京,北京市,1496.5  
66,主板,中国冶金科工股份有限公司,中国中冶,601618.SH,建筑业,北京,北京市,1496.5  
67,主板,中国冶金科工股份有限公司,中国中冶,601618.SH,建筑业,北京,北京市,1496.5  
68,中小企业板,比亚迪股份有限公司,比亚迪,002594.SZ,制造业,广东省,深圳市,1469.1  
69,中小企业板,比亚迪股份有限公司,比亚迪,002594.SZ,制造业,广东省,深圳市,1469.1  
70,中小企业板,比亚迪股份有限公司,比亚迪,002594.SZ,制造业,广东省,深圳市,1469.1  
71,中小企业板,比亚迪股份有限公司,比亚迪,002594.SZ,制造业,广东省,深圳市,1469.1  
72,中小企业板,比亚迪股份有限公司,比亚迪,002594.SZ,制造业,广东省,深圳市,1469.1  
73,中小企业板,比亚迪股份有限公司,比亚迪,002594.SZ,制造业,广东省,深圳市,1469.1  
74,中小企业板,比亚迪股份有限公司,比亚迪,002594.SZ,制造业,广东省,深圳市,1469.1  
75,中小企业板,比亚迪股份有限公司,比亚迪,002594.SZ,制造业,广东省,深圳市,1469.1  
76,中小企业板,比亚迪股份有限公司,比亚迪,002594.SZ,制造业,广东省,深圳市,1469.1  
77,中小企业板,比亚迪股份有限公司,比亚迪,002594.SZ,制造业,广东省,深圳市,1469.1  
78,主板,TCL集团股份有限公司,TCL集团,000100.SZ,制造业,广东省,惠州市,1201.4  
79,主板,TCL集团股份有限公司,TCL集团,000100.SZ,制造业,广东省,惠州市,1201.4  
80,主板,TCL集团股份有限公司,TCL集团,000100.SZ,制造业,广东省,惠州市,1201.4  
81,主板,TCL集团股份有限公司,TCL集团,000100.SZ,制造业,广东省,惠州市,1201.4  
82,主板,TCL集团股份有限公司,TCL集团,000100.SZ,制造业,广东省,惠州市,1201.4  
83,主板,TCL集团股份有限公司,TCL集团,000100.SZ,制造业,广东省,惠州市,1201.4  
84,主板,TCL集团股份有限公司,TCL集团,000100.SZ,制造业,广东省,惠州市,1201.4  
85,主板,TCL集团股份有限公司,TCL集团,000100.SZ,制造业,广东省,惠州市,1201.4  
86,主板,TCL集团股份有限公司,TCL集团,000100.SZ,制造业,广东省,惠州市,1201.4  
87,主板,安徽江淮汽车集团股份有限公司,江淮汽车,600418.SH,制造业,安徽省,合肥市,1193.1  
88,主板,安徽江淮汽车集团股份有限公司,江淮汽车,600418.SH,制造业,安徽省,合肥市,1193.1  
89,主板,安徽江淮汽车集团股份有限公司,江淮汽车,600418.SH,制造业,安徽省,合肥市,1193.1  
90,主板,安徽江淮汽车集团股份有限公司,江淮汽车,600418.SH,制造业,安徽省,合肥市,1193.1  
91,主板,安徽江淮汽车集团股份有限公司,江淮汽车,600418.SH,制造业,安徽省,合肥市,1193.1  
92,主板,安徽江淮汽车集团股份有限公司,江淮汽车,600418.SH,制造业,安徽省,合肥市,1193.1  
93,主板,安徽江淮汽车集团股份有限公司,江淮汽车,600418.SH,制造业,安徽省,合肥市,1193.1  
94,主板,安徽江淮汽车集团股份有限公司,江淮汽车,600418.SH,制造业,安徽省,合肥市,1193.1  
95,主板,安徽江淮汽车集团股份有限公司,江淮汽车,600418.SH,制造业,安徽省,合肥市,1193.1  
96,主板,安徽江淮汽车集团股份有限公司,江淮汽车,600418.SH,制造业,安徽省,合肥市,1193.1  
97,主板,宝山钢铁股份有限公司,宝钢股份,600019.SH,制造业,上海,上海市,991.3  
98,主板,宝山钢铁股份有限公司,宝钢股份,600019.SH,制造业,上海,上海市,991.3  
99,主板,宝山钢铁股份有限公司,宝钢股份,600019.SH,制造业,上海,上海市,991.3  
100,主板,宝山钢铁股份有限公司,宝钢股份,600019.SH,制造业,上海,上海市,991.3  
101,主板,宝山钢铁股份有限公司,宝钢股份,600019.SH,制造业,上海,上海市,991.3  
102,主板,宝山钢铁股份有限公司,宝钢股份,600019.SH,制造业,上海,上海市,991.3  
103,主板,宝山钢铁股份有限公司,宝钢股份,600019.SH,制造业,上海,上海市,991.3  
104,主板,宝山钢铁股份有限公司,宝钢股份,600019.SH,制造业,上海,上海市,991.3  
105,主板,宝山钢铁股份有限公司,宝钢股份,600019.SH,制造业,上海,上海市,991.3  
106,主板,中联重科股份有限公司,中联重科,000157.SZ,制造业,湖南省,长沙市,841.8  
107,主板,中联重科股份有限公司,中联重科,000157.SZ,制造业,湖南省,长沙市,841.8  
108,主板,中联重科股份有限公司,中联重科,000157.SZ,制造业,湖南省,长沙市,841.8  
109,主板,中联重科股份有限公司,中联重科,000157.SZ,制造业,湖南省,长沙市,841.8  
110,主板,中联重科股份有限公司,中联重科,000157.SZ,制造业,湖南省,长沙市,841.8  
111,主板,中联重科股份有限公司,中联重科,000157.SZ,制造业,湖南省,长沙市,841.8  
112,主板,中联重科股份有限公司,中联重科,000157.SZ,制造业,湖南省,长沙市,841.8  
113,主板,中联重科股份有限公司,中联重科,000157.SZ,制造业,湖南省,长沙市,841.8  
114,主板,中联重科股份有限公司,中联重科,000157.SZ,制造业,湖南省,长沙市,841.8  
115,主板,中联重科股份有限公司,中联重科,000157.SZ,制造业,湖南省,长沙市,841.8  
116,主板,北汽福田汽车股份有限公司,福田汽车,600166.SH,制造业,北京,北京市,763.7  
117,主板,北汽福田汽车股份有限公司,福田汽车,600166.SH,制造业,北京,北京市,763.7  
118,主板,北汽福田汽车股份有限公司,福田汽车,600166.SH,制造业,北京,北京市,763.7  
119,主板,北汽福田汽车股份有限公司,福田汽车,600166.SH,制造业,北京,北京市,763.7  
120,主板,北汽福田汽车股份有限公司,福田汽车,600166.SH,制造业,北京,北京市,763.7  
121,主板,北汽福田汽车股份有限公司,福田汽车,600166.SH,制造业,北京,北京市,763.7  
122,主板,北汽福田汽车股份有限公司,福田汽车,600166.SH,制造业,北京,北京市,763.7  
123,主板,北汽福田汽车股份有限公司,福田汽车,600166.SH,制造业,北京,北京市,763.7  
124,主板,北汽福田汽车股份有限公司,福田汽车,600166.SH,制造业,北京,北京市,763.7  
125,主板,中国中车股份有限公司,中国中车,601766.SH,制造业,北京,北京市,745.1  
126,主板,中国中车股份有限公司,中国中车,601766.SH,制造业,北京,北京市,745.1  
127,主板,中国中车股份有限公司,中国中车,601766.SH,制造业,北京,北京市,745.1  
128,主板,中国中车股份有限公司,中国中车,601766.SH,制造业,北京,北京市,745.1  
129,主板,中国中车股份有限公司,中国中车,601766.SH,制造业,北京,北京市,745.1  
130,主板,中国中车股份有限公司,中国中车,601766.SH,制造业,北京,北京市,745.1  
131,主板,中国中车股份有限公司,中国中车,601766.SH,制造业,北京,北京市,745.1  
132,主板,中国中车股份有限公司,中国中车,601766.SH,制造业,北京,北京市,745.1  
133,主板,中国中车股份有限公司,中国中车,601766.SH,制造业,北京,北京市,745.1  
134,主板,中国中车股份有限公司,中国中车,601766.SH,制造业,北京,北京市,745.1  
135,主板,四川长虹电器股份有限公司,四川长虹,600839.SH,制造业,四川省,绵阳市,654.9  
136,主板,四川长虹电器股份有限公司,四川长虹,600839.SH,制造业,四川省,绵阳市,654.9  
137,主板,四川长虹电器股份有限公司,四川长虹,600839.SH,制造业,四川省,绵阳市,654.9  
138,主板,四川长虹电器股份有限公司,四川长虹,600839.SH,制造业,四川省,绵阳市,654.9  
139,主板,四川长虹电器股份有限公司,四川长虹,600839.SH,制造业,四川省,绵阳市,654.9  
140,主板,四川长虹电器股份有限公司,四川长虹,600839.SH,制造业,四川省,绵阳市,654.9  
141,主板,四川长虹电器股份有限公司,四川长虹,600839.SH,制造业,四川省,绵阳市,654.9  
142,主板,四川长虹电器股份有限公司,四川长虹,600839.SH,制造业,四川省,绵阳市,654.9  
143,主板,四川长虹电器股份有限公司,四川长虹,600839.SH,制造业,四川省,绵阳市,654.9  
144,主板,上海汽车集团股份有限公司,上汽集团,600104.SH,制造业,上海,上海市,650.6  
145,主板,上海汽车集团股份有限公司,上汽集团,600104.SH,制造业,上海,上海市,650.6  
146,主板,上海汽车集团股份有限公司,上汽集团,600104.SH,制造业,上海,上海市,650.6  
147,主板,上海汽车集团股份有限公司,上汽集团,600104.SH,制造业,上海,上海市,650.6  
148,主板,上海汽车集团股份有限公司,上汽集团,600104.SH,制造业,上海,上海市,650.6  
149,主板,上海汽车集团股份有限公司,上汽集团,600104.SH,制造业,上海,上海市,650.6  
150,主板,上海汽车集团股份有限公司,上汽集团,600104.SH,制造业,上海,上海市,650.6  
151,主板,上海汽车集团股份有限公司,上汽集团,600104.SH,制造业,上海,上海市,650.6  
152,主板,上海汽车集团股份有限公司,上汽集团,600104.SH,制造业,上海,上海市,650.6  
153,主板,上海汽车集团股份有限公司,上汽集团,600104.SH,制造业,上海,上海市,650.6  
154,主板,紫光股份有限公司,紫光股份,000938.SZ,制造业,北京,北京市,631.7  
155,主板,紫光股份有限公司,紫光股份,000938.SZ,制造业,北京,北京市,631.7  
156,主板,紫光股份有限公司,紫光股份,000938.SZ,制造业,北京,北京市,631.7  
157,主板,紫光股份有限公司,紫光股份,000938.SZ,制造业,北京,北京市,631.7  
158,主板,紫光股份有限公司,紫光股份,000938.SZ,制造业,北京,北京市,631.7  
159,主板,紫光股份有限公司,紫光股份,000938.SZ,制造业,北京,北京市,631.7  
160,主板,紫光股份有限公司,紫光股份,000938.SZ,制造业,北京,北京市,631.7  
161,主板,紫光股份有限公司,紫光股份,000938.SZ,制造业,北京,北京市,631.7  
162,主板,紫光股份有限公司,紫光股份,000938.SZ,制造业,北京,北京市,631.7  
163,主板,长城汽车股份有限公司,长城汽车,601633.SH,制造业,河北省,保定市,546.3  
164,主板,长城汽车股份有限公司,长城汽车,601633.SH,制造业,河北省,保定市,546.3  
165,主板,长城汽车股份有限公司,长城汽车,601633.SH,制造业,河北省,保定市,546.3  
166,主板,长城汽车股份有限公司,长城汽车,601633.SH,制造业,河北省,保定市,546.3  
167,主板,长城汽车股份有限公司,长城汽车,601633.SH,制造业,河北省,保定市,546.3  
168,主板,长城汽车股份有限公司,长城汽车,601633.SH,制造业,河北省,保定市,546.3  
169,主板,长城汽车股份有限公司,长城汽车,601633.SH,制造业,河北省,保定市,546.3  
170,主板,长城汽车股份有限公司,长城汽车,601633.SH,制造业,河北省,保定市,546.3  
171,主板,长城汽车股份有限公司,长城汽车,601633.SH,制造业,河北省,保定市,546.3  
172,主板,长城汽车股份有限公司,长城汽车,601633.SH,制造业,河北省,保定市,546.3  
173,主板,中国电力建设股份有限公司,中国电建,601669.SH,建筑业,北京,北京市,540.4  
174,主板,中国电力建设股份有限公司,中国电建,601669.SH,建筑业,北京,北京市,540.4  
175,主板,中国电力建设股份有限公司,中国电建,601669.SH,建筑业,北京,北京市,540.4  
176,主板,中国电力建设股份有限公司,中国电建,601669.SH,建筑业,北京,北京市,540.4  
177,主板,中国电力建设股份有限公司,中国电建,601669.SH,建筑业,北京,北京市,540.4  
178,主板,中国电力建设股份有限公司,中国电建,601669.SH,建筑业,北京,北京市,540.4  
179,主板,中国电力建设股份有限公司,中国电建,601669.SH,建筑业,北京,北京市,540.4  
180,主板,中国电力建设股份有限公司,中国电建,601669.SH,建筑业,北京,北京市,540.4  
181,主板,中国电力建设股份有限公司,中国电建,601669.SH,建筑业,北京,北京市,540.4  
182,主板,中国中铁股份有限公司,中国中铁,601390.SH,建筑业,北京,北京市,538.4  
183,主板,中国中铁股份有限公司,中国中铁,601390.SH,建筑业,北京,北京市,538.4  
184,主板,中国中铁股份有限公司,中国中铁,601390.SH,建筑业,北京,北京市,538.4  
185,主板,中国中铁股份有限公司,中国中铁,601390.SH,建筑业,北京,北京市,538.4  
186,主板,中国中铁股份有限公司,中国中铁,601390.SH,建筑业,北京,北京市,538.4  
187,主板,中国中铁股份有限公司,中国中铁,601390.SH,建筑业,北京,北京市,538.4  
188,主板,中国中铁股份有限公司,中国中铁,601390.SH,建筑业,北京,北京市,538.4  
189,主板,中国中铁股份有限公司,中国中铁,601390.SH,建筑业,北京,北京市,538.4  
190,主板,中国中铁股份有限公司,中国中铁,601390.SH,建筑业,北京,北京市,538.4  
191,主板,中国中铁股份有限公司,中国中铁,601390.SH,建筑业,北京,北京市,538.4  
192,主板,三一重工股份有限公司,三一重工,600031.SH,制造业,北京,北京市,531.6  
193,主板,三一重工股份有限公司,三一重工,600031.SH,制造业,北京,北京市,531.6  
194,主板,三一重工股份有限公司,三一重工,600031.SH,制造业,北京,北京市,531.6  
195,主板,三一重工股份有限公司,三一重工,600031.SH,制造业,北京,北京市,531.6  
196,主板,三一重工股份有限公司,三一重工,600031.SH,制造业,北京,北京市,531.6  
197,主板,三一重工股份有限公司,三一重工,600031.SH,制造业,北京,北京市,531.6  
198,主板,三一重工股份有限公司,三一重工,600031.SH,制造业,北京,北京市,531.6  
199,主板,三一重工股份有限公司,三一重工,600031.SH,制造业,北京,北京市,531.6  
200,主板,三一重工股份有限公司,三一重工,600031.SH,制造业,北京,北京市,531.6  
201,中小企业板,海洋王照明科技股份有限公司,海洋王,002724.SZ,制造业,广东省,深圳市,530.0  
202,中小企业板,海洋王照明科技股份有限公司,海洋王,002724.SZ,制造业,广东省,深圳市,530.0  
203,中小企业板,海洋王照明科技股份有限公司,海洋王,002724.SZ,制造业,广东省,深圳市,530.0  
204,中小企业板,海洋王照明科技股份有限公司,海洋王,002724.SZ,制造业,广东省,深圳市,530.0  
205,中小企业板,海洋王照明科技股份有限公司,海洋王,002724.SZ,制造业,广东省,深圳市,530.0  
206,中小企业板,海洋王照明科技股份有限公司,海洋王,002724.SZ,制造业,广东省,深圳市,530.0  
207,中小企业板,海洋王照明科技股份有限公司,海洋王,002724.SZ,制造业,广东省,深圳市,530.0  
208,中小企业板,海洋王照明科技股份有限公司,海洋王,002724.SZ,制造业,广东省,深圳市,530.0  
209,中小企业板,海洋王照明科技股份有限公司,海洋王,002724.SZ,制造业,广东省,深圳市,530.0  
210,中小企业板,海洋王照明科技股份有限公司,海洋王,002724.SZ,制造业,广东省,深圳市,530.0  
211,主板,重庆长安汽车股份有限公司,长安汽车,000625.SZ,制造业,重庆,重庆市,515.3  
212,主板,重庆长安汽车股份有限公司,长安汽车,000625.SZ,制造业,重庆,重庆市,515.3  
213,主板,重庆长安汽车股份有限公司,长安汽车,000625.SZ,制造业,重庆,重庆市,515.3  
214,主板,重庆长安汽车股份有限公司,长安汽车,000625.SZ,制造业,重庆,重庆市,515.3  
215,主板,重庆长安汽车股份有限公司,长安汽车,000625.SZ,制造业,重庆,重庆市,515.3  
216,主板,重庆长安汽车股份有限公司,长安汽车,000625.SZ,制造业,重庆,重庆市,515.3  
217,主板,重庆长安汽车股份有限公司,长安汽车,000625.SZ,制造业,重庆,重庆市,515.3  
218,主板,重庆长安汽车股份有限公司,长安汽车,000625.SZ,制造业,重庆,重庆市,515.3  
219,主板,重庆长安汽车股份有限公司,长安汽车,000625.SZ,制造业,重庆,重庆市,515.3  
220,主板,重庆长安汽车股份有限公司,长安汽车,000625.SZ,制造业,重庆,重庆市,515.3  
221,主板,中国建筑股份有限公司,中国建筑,601668.SH,建筑业,北京,北京市,505.5  
222,主板,中国建筑股份有限公司,中国建筑,601668.SH,建筑业,北京,北京市,505.5  
223,主板,中国建筑股份有限公司,中国建筑,601668.SH,建筑业,北京,北京市,505.5  
224,主板,中国建筑股份有限公司,中国建筑,601668.SH,建筑业,北京,北京市,505.5  
225,主板,中国建筑股份有限公司,中国建筑,601668.SH,建筑业,北京,北京市,505.5  
226,主板,中国建筑股份有限公司,中国建筑,601668.SH,建筑业,北京,北京市,505.5  
227,主板,中国建筑股份有限公司,中国建筑,601668.SH,建筑业,北京,北京市,505.5  
228,主板,中国建筑股份有限公司,中国建筑,601668.SH,建筑业,北京,北京市,505.5  
229,主板,中国建筑股份有限公司,中国建筑,601668.SH,建筑业,北京,北京市,505.5  
230,中小企业板,歌尔股份有限公司,歌尔股份,002241.SZ,制造业,山东省,潍坊市,461.1  
231,中小企业板,歌尔股份有限公司,歌尔股份,002241.SZ,制造业,山东省,潍坊市,461.1  
232,中小企业板,歌尔股份有限公司,歌尔股份,002241.SZ,制造业,山东省,潍坊市,461.1  
233,中小企业板,歌尔股份有限公司,歌尔股份,002241.SZ,制造业,山东省,潍坊市,461.1  
234,中小企业板,歌尔股份有限公司,歌尔股份,002241.SZ,制造业,山东省,潍坊市,461.1  
235,中小企业板,歌尔股份有限公司,歌尔股份,002241.SZ,制造业,山东省,潍坊市,461.1  
236,中小企业板,歌尔股份有限公司,歌尔股份,002241.SZ,制造业,山东省,潍坊市,461.1  
237,中小企业板,歌尔股份有限公司,歌尔股份,002241.SZ,制造业,山东省,潍坊市,461.1  
238,中小企业板,歌尔股份有限公司,歌尔股份,002241.SZ,制造业,山东省,潍坊市,461.1  
239,中小企业板,歌尔股份有限公司,歌尔股份,002241.SZ,制造业,山东省,潍坊市,461.1  
240,主板,徐工集团工程机械股份有限公司,徐工机械,000425.SZ,制造业,江苏省,徐州市,453.6  
241,主板,徐工集团工程机械股份有限公司,徐工机械,000425.SZ,制造业,江苏省,徐州市,453.6  
242,主板,徐工集团工程机械股份有限公司,徐工机械,000425.SZ,制造业,江苏省,徐州市,453.6  
243,主板,徐工集团工程机械股份有限公司,徐工机械,000425.SZ,制造业,江苏省,徐州市,453.6  
244,主板,徐工集团工程机械股份有限公司,徐工机械,000425.SZ,制造业,江苏省,徐州市,453.6  
245,主板,徐工集团工程机械股份有限公司,徐工机械,000425.SZ,制造业,江苏省,徐州市,453.6  
246,主板,徐工集团工程机械股份有限公司,徐工机械,000425.SZ,制造业,江苏省,徐州市,453.6  
247,主板,徐工集团工程机械股份有限公司,徐工机械,000425.SZ,制造业,江苏省,徐州市,453.6  
248,主板,徐工集团工程机械股份有限公司,徐工机械,000425.SZ,制造业,江苏省,徐州市,453.6  
249,主板,潍柴动力股份有限公司,潍柴动力,000338.SZ,制造业,山东省,潍坊市,437.3  
250,主板,潍柴动力股份有限公司,潍柴动力,000338.SZ,制造业,山东省,潍坊市,437.3  
251,主板,潍柴动力股份有限公司,潍柴动力,000338.SZ,制造业,山东省,潍坊市,437.3  
252,主板,潍柴动力股份有限公司,潍柴动力,000338.SZ,制造业,山东省,潍坊市,437.3  
253,主板,潍柴动力股份有限公司,潍柴动力,000338.SZ,制造业,山东省,潍坊市,437.3  
254,主板,潍柴动力股份有限公司,潍柴动力,000338.SZ,制造业,山东省,潍坊市,437.3  
255,主板,潍柴动力股份有限公司,潍柴动力,000338.SZ,制造业,山东省,潍坊市,437.3  
256,主板,潍柴动力股份有限公司,潍柴动力,000338.SZ,制造业,山东省,潍坊市,437.3  
257,主板,潍柴动力股份有限公司,潍柴动力,000338.SZ,制造业,山东省,潍坊市,437.3  
258,主板,潍柴动力股份有限公司,潍柴动力,000338.SZ,制造业,山东省,潍坊市,437.3  
259,中小企业板,九阳股份有限公司,九阳股份,002242.SZ,制造业,山东省,济南市,419.0  
260,中小企业板,九阳股份有限公司,九阳股份,002242.SZ,制造业,山东省,济南市,419.0  
261,中小企业板,九阳股份有限公司,九阳股份,002242.SZ,制造业,山东省,济南市,419.0  
262,中小企业板,九阳股份有限公司,九阳股份,002242.SZ,制造业,山东省,济南市,419.0  
263,中小企业板,九阳股份有限公司,九阳股份,002242.SZ,制造业,山东省,济南市,419.0  
264,中小企业板,九阳股份有限公司,九阳股份,002242.SZ,制造业,山东省,济南市,419.0  
265,中小企业板,九阳股份有限公司,九阳股份,002242.SZ,制造业,山东省,济南市,419.0  
266,中小企业板,九阳股份有限公司,九阳股份,002242.SZ,制造业,山东省,济南市,419.0  
267,中小企业板,九阳股份有限公司,九阳股份,002242.SZ,制造业,山东省,济南市,419.0  
268,主板,鞍钢股份有限公司,鞍钢股份,000898.SZ,制造业,辽宁省,鞍山市,418.8  
269,主板,鞍钢股份有限公司,鞍钢股份,000898.SZ,制造业,辽宁省,鞍山市,418.8  
270,主板,鞍钢股份有限公司,鞍钢股份,000898.SZ,制造业,辽宁省,鞍山市,418.8  
271,主板,鞍钢股份有限公司,鞍钢股份,000898.SZ,制造业,辽宁省,鞍山市,418.8  
272,主板,鞍钢股份有限公司,鞍钢股份,000898.SZ,制造业,辽宁省,鞍山市,418.8  
273,主板,鞍钢股份有限公司,鞍钢股份,000898.SZ,制造业,辽宁省,鞍山市,418.8  
274,主板,鞍钢股份有限公司,鞍钢股份,000898.SZ,制造业,辽宁省,鞍山市,418.8  
275,主板,鞍钢股份有限公司,鞍钢股份,000898.SZ,制造业,辽宁省,鞍山市,418.8  
276,主板,鞍钢股份有限公司,鞍钢股份,000898.SZ,制造业,辽宁省,鞍山市,418.8  
277,主板,鞍钢股份有限公司,鞍钢股份,000898.SZ,制造业,辽宁省,鞍山市,418.8  
278,主板,中国国际海运集装箱(集团)股份有限公司,中集集团,000039.SZ,制造业,广东省,深圳市,396.0  
279,主板,中国国际海运集装箱(集团)股份有限公司,中集集团,000039.SZ,制造业,广东省,深圳市,396.0  
280,主板,中国国际海运集装箱(集团)股份有限公司,中集集团,000039.SZ,制造业,广东省,深圳市,396.0  
281,主板,中国国际海运集装箱(集团)股份有限公司,中集集团,000039.SZ,制造业,广东省,深圳市,396.0  
282,主板,中国国际海运集装箱(集团)股份有限公司,中集集团,000039.SZ,制造业,广东省,深圳市,396.0  
283,主板,中国国际海运集装箱(集团)股份有限公司,中集集团,000039.SZ,制造业,广东省,深圳市,396.0  
284,主板,中国国际海运集装箱(集团)股份有限公司,中集集团,000039.SZ,制造业,广东省,深圳市,396.0  
285,主板,中国国际海运集装箱(集团)股份有限公司,中集集团,000039.SZ,制造业,广东省,深圳市,396.0  
