序号,板块,公司全称,公司简称,公司代码,所属行业,省份,城市,专利记分牌得分 ↑
2123,中小企业板,深圳市沃尔核材股份有限公司,沃尔核材,002130.SZ,制造业,广东省,深圳市,66.9  
2124,中小企业板,深圳市沃尔核材股份有限公司,沃尔核材,002130.SZ,制造业,广东省,深圳市,66.9  
2125,中小企业板,福建浔兴拉链科技股份有限公司,浔兴股份,002098.SZ,制造业,福建省,晋江市,66.8  
2126,中小企业板,福建浔兴拉链科技股份有限公司,浔兴股份,002098.SZ,制造业,福建省,晋江市,66.8  
2127,中小企业板,福建浔兴拉链科技股份有限公司,浔兴股份,002098.SZ,制造业,福建省,晋江市,66.8  
2128,中小企业板,福建浔兴拉链科技股份有限公司,浔兴股份,002098.SZ,制造业,福建省,晋江市,66.8  
2129,中小企业板,福建浔兴拉链科技股份有限公司,浔兴股份,002098.SZ,制造业,福建省,晋江市,66.8  
2130,中小企业板,福建浔兴拉链科技股份有限公司,浔兴股份,002098.SZ,制造业,福建省,晋江市,66.8  
2131,中小企业板,福建浔兴拉链科技股份有限公司,浔兴股份,002098.SZ,制造业,福建省,晋江市,66.8  
2132,中小企业板,福建浔兴拉链科技股份有限公司,浔兴股份,002098.SZ,制造业,福建省,晋江市,66.8  
2133,中小企业板,福建浔兴拉链科技股份有限公司,浔兴股份,002098.SZ,制造业,福建省,晋江市,66.8  
2134,中小企业板,福建浔兴拉链科技股份有限公司,浔兴股份,002098.SZ,制造业,福建省,晋江市,66.8  
2135,主板,远东智慧能源股份有限公司,智慧能源,600869.SH,制造业,青海省,西宁市,66.8  
2136,主板,远东智慧能源股份有限公司,智慧能源,600869.SH,制造业,青海省,西宁市,66.8  
2137,主板,远东智慧能源股份有限公司,智慧能源,600869.SH,制造业,青海省,西宁市,66.8  
2138,主板,远东智慧能源股份有限公司,智慧能源,600869.SH,制造业,青海省,西宁市,66.8  
2139,主板,远东智慧能源股份有限公司,智慧能源,600869.SH,制造业,青海省,西宁市,66.8  
2140,主板,远东智慧能源股份有限公司,智慧能源,600869.SH,制造业,青海省,西宁市,66.8  
2141,主板,远东智慧能源股份有限公司,智慧能源,600869.SH,制造业,青海省,西宁市,66.8  
2142,主板,远东智慧能源股份有限公司,智慧能源,600869.SH,制造业,青海省,西宁市,66.8  
2143,主板,远东智慧能源股份有限公司,智慧能源,600869.SH,制造业,青海省,西宁市,66.8  
2144,中小企业板,深圳市同洲电子股份有限公司,同洲电子,002052.SZ,制造业,广东省,深圳市,66.8  
2145,中小企业板,深圳市同洲电子股份有限公司,同洲电子,002052.SZ,制造业,广东省,深圳市,66.8  
2146,中小企业板,深圳市同洲电子股份有限公司,同洲电子,002052.SZ,制造业,广东省,深圳市,66.8  
2147,中小企业板,深圳市同洲电子股份有限公司,同洲电子,002052.SZ,制造业,广东省,深圳市,66.8  
2148,中小企业板,深圳市同洲电子股份有限公司,同洲电子,002052.SZ,制造业,广东省,深圳市,66.8  
2149,中小企业板,深圳市同洲电子股份有限公司,同洲电子,002052.SZ,制造业,广东省,深圳市,66.8  
2150,中小企业板,深圳市同洲电子股份有限公司,同洲电子,002052.SZ,制造业,广东省,深圳市,66.8  
2151,中小企业板,深圳市同洲电子股份有限公司,同洲电子,002052.SZ,制造业,广东省,深圳市,66.8  
2152,中小企业板,深圳市同洲电子股份有限公司,同洲电子,002052.SZ,制造业,广东省,深圳市,66.8  
2153,中小企业板,深圳市同洲电子股份有限公司,同洲电子,002052.SZ,制造业,广东省,深圳市,66.8  
2154,主板,中国巨石股份有限公司,中国巨石,600176.SH,制造业,浙江省,桐乡市,66.6  
2155,主板,中国巨石股份有限公司,中国巨石,600176.SH,制造业,浙江省,桐乡市,66.6  
2156,主板,中国巨石股份有限公司,中国巨石,600176.SH,制造业,浙江省,桐乡市,66.6  
2157,主板,中国巨石股份有限公司,中国巨石,600176.SH,制造业,浙江省,桐乡市,66.6  
2158,主板,中国巨石股份有限公司,中国巨石,600176.SH,制造业,浙江省,桐乡市,66.6  
2159,主板,中国巨石股份有限公司,中国巨石,600176.SH,制造业,浙江省,桐乡市,66.6  
2160,主板,中国巨石股份有限公司,中国巨石,600176.SH,制造业,浙江省,桐乡市,66.6  
2161,主板,中国巨石股份有限公司,中国巨石,600176.SH,制造业,浙江省,桐乡市,66.6  
2162,主板,中国巨石股份有限公司,中国巨石,600176.SH,制造业,浙江省,桐乡市,66.6  
2163,主板,中广核核技术发展股份有限公司,中广核技,000881.SZ,综合,辽宁省,大连市,66.4  
2164,主板,中广核核技术发展股份有限公司,中广核技,000881.SZ,综合,辽宁省,大连市,66.4  
2165,主板,中广核核技术发展股份有限公司,中广核技,000881.SZ,综合,辽宁省,大连市,66.4  
2166,主板,中广核核技术发展股份有限公司,中广核技,000881.SZ,综合,辽宁省,大连市,66.4  
2167,主板,中广核核技术发展股份有限公司,中广核技,000881.SZ,综合,辽宁省,大连市,66.4  
2168,主板,中广核核技术发展股份有限公司,中广核技,000881.SZ,综合,辽宁省,大连市,66.4  
2169,主板,中广核核技术发展股份有限公司,中广核技,000881.SZ,综合,辽宁省,大连市,66.4  
2170,主板,中广核核技术发展股份有限公司,中广核技,000881.SZ,综合,辽宁省,大连市,66.4  
2171,主板,中广核核技术发展股份有限公司,中广核技,000881.SZ,综合,辽宁省,大连市,66.4  
2172,主板,中广核核技术发展股份有限公司,中广核技,000881.SZ,综合,辽宁省,大连市,66.4  
2173,主板,江河创建集团股份有限公司,江河集团,601886.SH,建筑业,北京,北京市,66.2  
2174,主板,江河创建集团股份有限公司,江河集团,601886.SH,建筑业,北京,北京市,66.2  
2175,主板,江河创建集团股份有限公司,江河集团,601886.SH,建筑业,北京,北京市,66.2  
2176,主板,江河创建集团股份有限公司,江河集团,601886.SH,建筑业,北京,北京市,66.2  
2177,主板,江河创建集团股份有限公司,江河集团,601886.SH,建筑业,北京,北京市,66.2  
2178,主板,江河创建集团股份有限公司,江河集团,601886.SH,建筑业,北京,北京市,66.2  
2179,主板,江河创建集团股份有限公司,江河集团,601886.SH,建筑业,北京,北京市,66.2  
2180,主板,江河创建集团股份有限公司,江河集团,601886.SH,建筑业,北京,北京市,66.2  
2181,主板,江河创建集团股份有限公司,江河集团,601886.SH,建筑业,北京,北京市,66.2  
2182,中小企业板,厦门瑞尔特卫浴科技股份有限公司,瑞尔特,002790.SZ,制造业,福建省,厦门市,66.1  
2183,中小企业板,厦门瑞尔特卫浴科技股份有限公司,瑞尔特,002790.SZ,制造业,福建省,厦门市,66.1  
2184,中小企业板,厦门瑞尔特卫浴科技股份有限公司,瑞尔特,002790.SZ,制造业,福建省,厦门市,66.1  
2185,中小企业板,厦门瑞尔特卫浴科技股份有限公司,瑞尔特,002790.SZ,制造业,福建省,厦门市,66.1  
2186,中小企业板,厦门瑞尔特卫浴科技股份有限公司,瑞尔特,002790.SZ,制造业,福建省,厦门市,66.1  
2187,中小企业板,厦门瑞尔特卫浴科技股份有限公司,瑞尔特,002790.SZ,制造业,福建省,厦门市,66.1  
2188,中小企业板,厦门瑞尔特卫浴科技股份有限公司,瑞尔特,002790.SZ,制造业,福建省,厦门市,66.1  
2189,中小企业板,厦门瑞尔特卫浴科技股份有限公司,瑞尔特,002790.SZ,制造业,福建省,厦门市,66.1  
2190,中小企业板,厦门瑞尔特卫浴科技股份有限公司,瑞尔特,002790.SZ,制造业,福建省,厦门市,66.1  
2191,中小企业板,厦门瑞尔特卫浴科技股份有限公司,瑞尔特,002790.SZ,制造业,福建省,厦门市,66.1  
2192,主板,山东步长制药股份有限公司,步长制药,603858.SH,制造业,山东省,菏泽市,66.0  
2193,主板,山东步长制药股份有限公司,步长制药,603858.SH,制造业,山东省,菏泽市,66.0  
2194,主板,山东步长制药股份有限公司,步长制药,603858.SH,制造业,山东省,菏泽市,66.0  
2195,主板,山东步长制药股份有限公司,步长制药,603858.SH,制造业,山东省,菏泽市,66.0  
2196,主板,山东步长制药股份有限公司,步长制药,603858.SH,制造业,山东省,菏泽市,66.0  
2197,主板,山东步长制药股份有限公司,步长制药,603858.SH,制造业,山东省,菏泽市,66.0  
2198,主板,山东步长制药股份有限公司,步长制药,603858.SH,制造业,山东省,菏泽市,66.0  
2199,主板,山东步长制药股份有限公司,步长制药,603858.SH,制造业,山东省,菏泽市,66.0  
2200,主板,山东步长制药股份有限公司,步长制药,603858.SH,制造业,山东省,菏泽市,66.0  
2201,主板,三安光电股份有限公司,三安光电,600703.SH,制造业,湖北省,荆州市,65.2  
2202,主板,三安光电股份有限公司,三安光电,600703.SH,制造业,湖北省,荆州市,65.2  
2203,主板,三安光电股份有限公司,三安光电,600703.SH,制造业,湖北省,荆州市,65.2  
2204,主板,三安光电股份有限公司,三安光电,600703.SH,制造业,湖北省,荆州市,65.2  
2205,主板,三安光电股份有限公司,三安光电,600703.SH,制造业,湖北省,荆州市,65.2  
2206,主板,三安光电股份有限公司,三安光电,600703.SH,制造业,湖北省,荆州市,65.2  
2207,主板,三安光电股份有限公司,三安光电,600703.SH,制造业,湖北省,荆州市,65.2  
2208,主板,三安光电股份有限公司,三安光电,600703.SH,制造业,湖北省,荆州市,65.2  
2209,主板,三安光电股份有限公司,三安光电,600703.SH,制造业,湖北省,荆州市,65.2  
2210,主板,三安光电股份有限公司,三安光电,600703.SH,制造业,湖北省,荆州市,65.2  
2211,主板,双良节能系统股份有限公司,双良节能,600481.SH,制造业,江苏省,江阴市,65.0  
2212,主板,双良节能系统股份有限公司,双良节能,600481.SH,制造业,江苏省,江阴市,65.0  
2213,主板,双良节能系统股份有限公司,双良节能,600481.SH,制造业,江苏省,江阴市,65.0  
2214,主板,双良节能系统股份有限公司,双良节能,600481.SH,制造业,江苏省,江阴市,65.0  
2215,主板,双良节能系统股份有限公司,双良节能,600481.SH,制造业,江苏省,江阴市,65.0  
2216,主板,双良节能系统股份有限公司,双良节能,600481.SH,制造业,江苏省,江阴市,65.0  
2217,主板,双良节能系统股份有限公司,双良节能,600481.SH,制造业,江苏省,江阴市,65.0  
2218,主板,双良节能系统股份有限公司,双良节能,600481.SH,制造业,江苏省,江阴市,65.0  
2219,主板,双良节能系统股份有限公司,双良节能,600481.SH,制造业,江苏省,江阴市,65.0  
2220,主板,双良节能系统股份有限公司,双良节能,600481.SH,制造业,江苏省,江阴市,65.0  
2221,中小企业板,安徽中电兴发与鑫龙科技股份有限公司,中电鑫龙,002298.SZ,信息传输、软件和信息技术服务业,安徽省,芜湖市,64.6  
2222,中小企业板,安徽中电兴发与鑫龙科技股份有限公司,中电鑫龙,002298.SZ,信息传输、软件和信息技术服务业,安徽省,芜湖市,64.6  
2223,中小企业板,安徽中电兴发与鑫龙科技股份有限公司,中电鑫龙,002298.SZ,信息传输、软件和信息技术服务业,安徽省,芜湖市,64.6  
2224,中小企业板,安徽中电兴发与鑫龙科技股份有限公司,中电鑫龙,002298.SZ,信息传输、软件和信息技术服务业,安徽省,芜湖市,64.6  
2225,中小企业板,安徽中电兴发与鑫龙科技股份有限公司,中电鑫龙,002298.SZ,信息传输、软件和信息技术服务业,安徽省,芜湖市,64.6  
2226,中小企业板,安徽中电兴发与鑫龙科技股份有限公司,中电鑫龙,002298.SZ,信息传输、软件和信息技术服务业,安徽省,芜湖市,64.6  
2227,中小企业板,安徽中电兴发与鑫龙科技股份有限公司,中电鑫龙,002298.SZ,信息传输、软件和信息技术服务业,安徽省,芜湖市,64.6  
2228,中小企业板,安徽中电兴发与鑫龙科技股份有限公司,中电鑫龙,002298.SZ,信息传输、软件和信息技术服务业,安徽省,芜湖市,64.6  
2229,中小企业板,安徽中电兴发与鑫龙科技股份有限公司,中电鑫龙,002298.SZ,信息传输、软件和信息技术服务业,安徽省,芜湖市,64.6  
2230,中小企业板,成都市新筑路桥机械股份有限公司,新筑股份,002480.SZ,制造业,四川省,成都市,64.1  
2231,中小企业板,成都市新筑路桥机械股份有限公司,新筑股份,002480.SZ,制造业,四川省,成都市,64.1  
2232,中小企业板,成都市新筑路桥机械股份有限公司,新筑股份,002480.SZ,制造业,四川省,成都市,64.1  
2233,中小企业板,成都市新筑路桥机械股份有限公司,新筑股份,002480.SZ,制造业,四川省,成都市,64.1  
2234,中小企业板,成都市新筑路桥机械股份有限公司,新筑股份,002480.SZ,制造业,四川省,成都市,64.1  
2235,中小企业板,成都市新筑路桥机械股份有限公司,新筑股份,002480.SZ,制造业,四川省,成都市,64.1  
2236,中小企业板,成都市新筑路桥机械股份有限公司,新筑股份,002480.SZ,制造业,四川省,成都市,64.1  
2237,中小企业板,成都市新筑路桥机械股份有限公司,新筑股份,002480.SZ,制造业,四川省,成都市,64.1  
2238,中小企业板,成都市新筑路桥机械股份有限公司,新筑股份,002480.SZ,制造业,四川省,成都市,64.1  
2239,中小企业板,成都市新筑路桥机械股份有限公司,新筑股份,002480.SZ,制造业,四川省,成都市,64.1  
2240,主板,上海晨光文具股份有限公司,晨光文具,603899.SH,制造业,上海,上海市,64.1  
2241,主板,上海晨光文具股份有限公司,晨光文具,603899.SH,制造业,上海,上海市,64.1  
2242,主板,上海晨光文具股份有限公司,晨光文具,603899.SH,制造业,上海,上海市,64.1  
2243,主板,上海晨光文具股份有限公司,晨光文具,603899.SH,制造业,上海,上海市,64.1  
2244,主板,上海晨光文具股份有限公司,晨光文具,603899.SH,制造业,上海,上海市,64.1  
2245,主板,上海晨光文具股份有限公司,晨光文具,603899.SH,制造业,上海,上海市,64.1  
2246,主板,上海晨光文具股份有限公司,晨光文具,603899.SH,制造业,上海,上海市,64.1  
2247,主板,上海晨光文具股份有限公司,晨光文具,603899.SH,制造业,上海,上海市,64.1  
2248,主板,上海晨光文具股份有限公司,晨光文具,603899.SH,制造业,上海,上海市,64.1  
2249,中小企业板,广州杰赛科技股份有限公司,杰赛科技,002544.SZ,信息传输、软件和信息技术服务业,广东省,广州市,64.0  
2250,中小企业板,广州杰赛科技股份有限公司,杰赛科技,002544.SZ,信息传输、软件和信息技术服务业,广东省,广州市,64.0  
2251,中小企业板,广州杰赛科技股份有限公司,杰赛科技,002544.SZ,信息传输、软件和信息技术服务业,广东省,广州市,64.0  
2252,中小企业板,广州杰赛科技股份有限公司,杰赛科技,002544.SZ,信息传输、软件和信息技术服务业,广东省,广州市,64.0  
2253,中小企业板,广州杰赛科技股份有限公司,杰赛科技,002544.SZ,信息传输、软件和信息技术服务业,广东省,广州市,64.0  
2254,中小企业板,广州杰赛科技股份有限公司,杰赛科技,002544.SZ,信息传输、软件和信息技术服务业,广东省,广州市,64.0  
2255,中小企业板,广州杰赛科技股份有限公司,杰赛科技,002544.SZ,信息传输、软件和信息技术服务业,广东省,广州市,64.0  
2256,中小企业板,广州杰赛科技股份有限公司,杰赛科技,002544.SZ,信息传输、软件和信息技术服务业,广东省,广州市,64.0  
2257,中小企业板,广州杰赛科技股份有限公司,杰赛科技,002544.SZ,信息传输、软件和信息技术服务业,广东省,广州市,64.0  
2258,中小企业板,广州杰赛科技股份有限公司,杰赛科技,002544.SZ,信息传输、软件和信息技术服务业,广东省,广州市,64.0  
2259,主板,北京四方继保自动化股份有限公司,四方股份,601126.SH,制造业,北京,北京市,63.4  
2260,主板,北京四方继保自动化股份有限公司,四方股份,601126.SH,制造业,北京,北京市,63.4  
2261,主板,北京四方继保自动化股份有限公司,四方股份,601126.SH,制造业,北京,北京市,63.4  
2262,主板,北京四方继保自动化股份有限公司,四方股份,601126.SH,制造业,北京,北京市,63.4  
2263,主板,北京四方继保自动化股份有限公司,四方股份,601126.SH,制造业,北京,北京市,63.4  
2264,主板,北京四方继保自动化股份有限公司,四方股份,601126.SH,制造业,北京,北京市,63.4  
2265,主板,北京四方继保自动化股份有限公司,四方股份,601126.SH,制造业,北京,北京市,63.4  
2266,主板,北京四方继保自动化股份有限公司,四方股份,601126.SH,制造业,北京,北京市,63.4  
2267,主板,北京四方继保自动化股份有限公司,四方股份,601126.SH,制造业,北京,北京市,63.4  
2268,主板,万华化学集团股份有限公司,万华化学,600309.SH,制造业,山东省,烟台市,62.8  
2269,主板,万华化学集团股份有限公司,万华化学,600309.SH,制造业,山东省,烟台市,62.8  
2270,主板,万华化学集团股份有限公司,万华化学,600309.SH,制造业,山东省,烟台市,62.8  
2271,主板,万华化学集团股份有限公司,万华化学,600309.SH,制造业,山东省,烟台市,62.8  
2272,主板,万华化学集团股份有限公司,万华化学,600309.SH,制造业,山东省,烟台市,62.8  
2273,主板,万华化学集团股份有限公司,万华化学,600309.SH,制造业,山东省,烟台市,62.8  
2274,主板,万华化学集团股份有限公司,万华化学,600309.SH,制造业,山东省,烟台市,62.8  
2275,主板,万华化学集团股份有限公司,万华化学,600309.SH,制造业,山东省,烟台市,62.8  
2276,主板,万华化学集团股份有限公司,万华化学,600309.SH,制造业,山东省,烟台市,62.8  
2277,主板,万华化学集团股份有限公司,万华化学,600309.SH,制造业,山东省,烟台市,62.8  
2278,主板,中国工商银行股份有限公司,工商银行,601398.SH,金融业,北京,北京市,62.5  
2279,主板,中国工商银行股份有限公司,工商银行,601398.SH,金融业,北京,北京市,62.5  
2280,主板,中国工商银行股份有限公司,工商银行,601398.SH,金融业,北京,北京市,62.5  
2281,主板,中国工商银行股份有限公司,工商银行,601398.SH,金融业,北京,北京市,62.5  
2282,主板,中国工商银行股份有限公司,工商银行,601398.SH,金融业,北京,北京市,62.5  
2283,主板,中国工商银行股份有限公司,工商银行,601398.SH,金融业,北京,北京市,62.5  
2284,主板,中国工商银行股份有限公司,工商银行,601398.SH,金融业,北京,北京市,62.5  
2285,主板,中国工商银行股份有限公司,工商银行,601398.SH,金融业,北京,北京市,62.5  
2286,主板,中国工商银行股份有限公司,工商银行,601398.SH,金融业,北京,北京市,62.5  
2287,中小企业板,石家庄以岭药业股份有限公司,以岭药业,002603.SZ,制造业,河北省,石家庄市,62.4  
2288,中小企业板,石家庄以岭药业股份有限公司,以岭药业,002603.SZ,制造业,河北省,石家庄市,62.4  
2289,中小企业板,石家庄以岭药业股份有限公司,以岭药业,002603.SZ,制造业,河北省,石家庄市,62.4  
2290,中小企业板,石家庄以岭药业股份有限公司,以岭药业,002603.SZ,制造业,河北省,石家庄市,62.4  
2291,中小企业板,石家庄以岭药业股份有限公司,以岭药业,002603.SZ,制造业,河北省,石家庄市,62.4  
2292,中小企业板,石家庄以岭药业股份有限公司,以岭药业,002603.SZ,制造业,河北省,石家庄市,62.4  
2293,中小企业板,石家庄以岭药业股份有限公司,以岭药业,002603.SZ,制造业,河北省,石家庄市,62.4  
2294,中小企业板,石家庄以岭药业股份有限公司,以岭药业,002603.SZ,制造业,河北省,石家庄市,62.4  
2295,中小企业板,石家庄以岭药业股份有限公司,以岭药业,002603.SZ,制造业,河北省,石家庄市,62.4  
2296,中小企业板,石家庄以岭药业股份有限公司,以岭药业,002603.SZ,制造业,河北省,石家庄市,62.4  
2297,创业板,易事特集团股份有限公司,易事特,300376.SZ,制造业,广东省,东莞市,62.2  
2298,创业板,易事特集团股份有限公司,易事特,300376.SZ,制造业,广东省,东莞市,62.2  
2299,创业板,易事特集团股份有限公司,易事特,300376.SZ,制造业,广东省,东莞市,62.2  
2300,创业板,易事特集团股份有限公司,易事特,300376.SZ,制造业,广东省,东莞市,62.2  
2301,创业板,易事特集团股份有限公司,易事特,300376.SZ,制造业,广东省,东莞市,62.2  
2302,创业板,易事特集团股份有限公司,易事特,300376.SZ,制造业,广东省,东莞市,62.2  
2303,创业板,易事特集团股份有限公司,易事特,300376.SZ,制造业,广东省,东莞市,62.2  
2304,创业板,易事特集团股份有限公司,易事特,300376.SZ,制造业,广东省,东莞市,62.2  
2305,创业板,易事特集团股份有限公司,易事特,300376.SZ,制造业,广东省,东莞市,62.2  
2306,创业板,东莞劲胜精密组件股份有限公司,劲胜精密,300083.SZ,制造业,广东省,东莞市,62.1  
2307,创业板,东莞劲胜精密组件股份有限公司,劲胜精密,300083.SZ,制造业,广东省,东莞市,62.1  
2308,创业板,东莞劲胜精密组件股份有限公司,劲胜精密,300083.SZ,制造业,广东省,东莞市,62.1  
2309,创业板,东莞劲胜精密组件股份有限公司,劲胜精密,300083.SZ,制造业,广东省,东莞市,62.1  
2310,创业板,东莞劲胜精密组件股份有限公司,劲胜精密,300083.SZ,制造业,广东省,东莞市,62.1  
2311,创业板,东莞劲胜精密组件股份有限公司,劲胜精密,300083.SZ,制造业,广东省,东莞市,62.1  
2312,创业板,东莞劲胜精密组件股份有限公司,劲胜精密,300083.SZ,制造业,广东省,东莞市,62.1  
2313,创业板,东莞劲胜精密组件股份有限公司,劲胜精密,300083.SZ,制造业,广东省,东莞市,62.1  
2314,创业板,东莞劲胜精密组件股份有限公司,劲胜精密,300083.SZ,制造业,广东省,东莞市,62.1  
2315,创业板,东莞劲胜精密组件股份有限公司,劲胜精密,300083.SZ,制造业,广东省,东莞市,62.1  
2316,主板,海马汽车集团股份有限公司,海马汽车,000572.SZ,制造业,海南省,海口市,61.3  
2317,主板,海马汽车集团股份有限公司,海马汽车,000572.SZ,制造业,海南省,海口市,61.3  
2318,主板,海马汽车集团股份有限公司,海马汽车,000572.SZ,制造业,海南省,海口市,61.3  
2319,主板,海马汽车集团股份有限公司,海马汽车,000572.SZ,制造业,海南省,海口市,61.3  
2320,主板,海马汽车集团股份有限公司,海马汽车,000572.SZ,制造业,海南省,海口市,61.3  
2321,主板,海马汽车集团股份有限公司,海马汽车,000572.SZ,制造业,海南省,海口市,61.3  
2322,主板,海马汽车集团股份有限公司,海马汽车,000572.SZ,制造业,海南省,海口市,61.3  
2323,主板,海马汽车集团股份有限公司,海马汽车,000572.SZ,制造业,海南省,海口市,61.3  
2324,主板,海马汽车集团股份有限公司,海马汽车,000572.SZ,制造业,海南省,海口市,61.3  
2325,主板,马鞍山钢铁股份有限公司,马钢股份,600808.SH,制造业,安徽省,马鞍山市,61.1  
2326,主板,马鞍山钢铁股份有限公司,马钢股份,600808.SH,制造业,安徽省,马鞍山市,61.1  
2327,主板,马鞍山钢铁股份有限公司,马钢股份,600808.SH,制造业,安徽省,马鞍山市,61.1  
2328,主板,马鞍山钢铁股份有限公司,马钢股份,600808.SH,制造业,安徽省,马鞍山市,61.1  
2329,主板,马鞍山钢铁股份有限公司,马钢股份,600808.SH,制造业,安徽省,马鞍山市,61.1  
2330,主板,马鞍山钢铁股份有限公司,马钢股份,600808.SH,制造业,安徽省,马鞍山市,61.1  
2331,主板,马鞍山钢铁股份有限公司,马钢股份,600808.SH,制造业,安徽省,马鞍山市,61.1  
2332,主板,马鞍山钢铁股份有限公司,马钢股份,600808.SH,制造业,安徽省,马鞍山市,61.1  
2333,主板,马鞍山钢铁股份有限公司,马钢股份,600808.SH,制造业,安徽省,马鞍山市,61.1  
2334,主板,马鞍山钢铁股份有限公司,马钢股份,600808.SH,制造业,安徽省,马鞍山市,61.1  
2335,中小企业板,广东金莱特电器股份有限公司,金莱特,002723.SZ,制造业,广东省,江门市,61.0  
2336,中小企业板,广东金莱特电器股份有限公司,金莱特,002723.SZ,制造业,广东省,江门市,61.0  
2337,中小企业板,广东金莱特电器股份有限公司,金莱特,002723.SZ,制造业,广东省,江门市,61.0  
2338,中小企业板,广东金莱特电器股份有限公司,金莱特,002723.SZ,制造业,广东省,江门市,61.0  
2339,中小企业板,广东金莱特电器股份有限公司,金莱特,002723.SZ,制造业,广东省,江门市,61.0  
2340,中小企业板,广东金莱特电器股份有限公司,金莱特,002723.SZ,制造业,广东省,江门市,61.0  
2341,中小企业板,广东金莱特电器股份有限公司,金莱特,002723.SZ,制造业,广东省,江门市,61.0  
2342,中小企业板,广东金莱特电器股份有限公司,金莱特,002723.SZ,制造业,广东省,江门市,61.0  
2343,中小企业板,广东金莱特电器股份有限公司,金莱特,002723.SZ,制造业,广东省,江门市,61.0  
2344,主板,用友网络科技股份有限公司,用友网络,600588.SH,信息传输、软件和信息技术服务业,北京,北京市,61.0  
2345,主板,用友网络科技股份有限公司,用友网络,600588.SH,信息传输、软件和信息技术服务业,北京,北京市,61.0  
2346,主板,用友网络科技股份有限公司,用友网络,600588.SH,信息传输、软件和信息技术服务业,北京,北京市,61.0  
2347,主板,用友网络科技股份有限公司,用友网络,600588.SH,信息传输、软件和信息技术服务业,北京,北京市,61.0  
2348,主板,用友网络科技股份有限公司,用友网络,600588.SH,信息传输、软件和信息技术服务业,北京,北京市,61.0  
2349,主板,用友网络科技股份有限公司,用友网络,600588.SH,信息传输、软件和信息技术服务业,北京,北京市,61.0  
2350,主板,用友网络科技股份有限公司,用友网络,600588.SH,信息传输、软件和信息技术服务业,北京,北京市,61.0  
2351,主板,用友网络科技股份有限公司,用友网络,600588.SH,信息传输、软件和信息技术服务业,北京,北京市,61.0  
2352,主板,用友网络科技股份有限公司,用友网络,600588.SH,信息传输、软件和信息技术服务业,北京,北京市,61.0  
2353,主板,用友网络科技股份有限公司,用友网络,600588.SH,信息传输、软件和信息技术服务业,北京,北京市,61.0  
2354,中小企业板,东莞勤上光电股份有限公司,勤上股份,002638.SZ,制造业,广东省,东莞市,61.0  
2355,中小企业板,东莞勤上光电股份有限公司,勤上股份,002638.SZ,制造业,广东省,东莞市,61.0  
2356,中小企业板,东莞勤上光电股份有限公司,勤上股份,002638.SZ,制造业,广东省,东莞市,61.0  
2357,中小企业板,东莞勤上光电股份有限公司,勤上股份,002638.SZ,制造业,广东省,东莞市,61.0  
2358,中小企业板,东莞勤上光电股份有限公司,勤上股份,002638.SZ,制造业,广东省,东莞市,61.0  
2359,中小企业板,东莞勤上光电股份有限公司,勤上股份,002638.SZ,制造业,广东省,东莞市,61.0  
2360,中小企业板,东莞勤上光电股份有限公司,勤上股份,002638.SZ,制造业,广东省,东莞市,61.0  
2361,中小企业板,东莞勤上光电股份有限公司,勤上股份,002638.SZ,制造业,广东省,东莞市,61.0  
2362,中小企业板,东莞勤上光电股份有限公司,勤上股份,002638.SZ,制造业,广东省,东莞市,61.0  
2363,主板,杭州永创智能设备股份有限公司,永创智能,603901.SH,制造业,浙江省,杭州市,60.5  
2364,主板,杭州永创智能设备股份有限公司,永创智能,603901.SH,制造业,浙江省,杭州市,60.5  
2365,主板,杭州永创智能设备股份有限公司,永创智能,603901.SH,制造业,浙江省,杭州市,60.5  
2366,主板,杭州永创智能设备股份有限公司,永创智能,603901.SH,制造业,浙江省,杭州市,60.5  
2367,主板,杭州永创智能设备股份有限公司,永创智能,603901.SH,制造业,浙江省,杭州市,60.5  
2368,主板,杭州永创智能设备股份有限公司,永创智能,603901.SH,制造业,浙江省,杭州市,60.5  
2369,主板,杭州永创智能设备股份有限公司,永创智能,603901.SH,制造业,浙江省,杭州市,60.5  
2370,主板,杭州永创智能设备股份有限公司,永创智能,603901.SH,制造业,浙江省,杭州市,60.5  
2371,主板,杭州永创智能设备股份有限公司,永创智能,603901.SH,制造业,浙江省,杭州市,60.5  
2372,主板,杭州永创智能设备股份有限公司,永创智能,603901.SH,制造业,浙江省,杭州市,60.5  
2373,中小企业板,思源电气股份有限公司,思源电气,002028.SZ,制造业,上海,上海市,60.3  
2374,中小企业板,思源电气股份有限公司,思源电气,002028.SZ,制造业,上海,上海市,60.3  
2375,中小企业板,思源电气股份有限公司,思源电气,002028.SZ,制造业,上海,上海市,60.3  
2376,中小企业板,思源电气股份有限公司,思源电气,002028.SZ,制造业,上海,上海市,60.3  
2377,中小企业板,思源电气股份有限公司,思源电气,002028.SZ,制造业,上海,上海市,60.3  
2378,中小企业板,思源电气股份有限公司,思源电气,002028.SZ,制造业,上海,上海市,60.3  
2379,中小企业板,思源电气股份有限公司,思源电气,002028.SZ,制造业,上海,上海市,60.3  
2380,中小企业板,思源电气股份有限公司,思源电气,002028.SZ,制造业,上海,上海市,60.3  
2381,中小企业板,思源电气股份有限公司,思源电气,002028.SZ,制造业,上海,上海市,60.3  
